name	file	side	url	notes
World Preview TFC	world_preview_tfc-2.0.1.jar	client	https://cdn.modrinth.com/data/LEqrn5wh/versions/owwYzHd9/world_preview_tfc-2.0.1.jar	Client-only TFC seed/world preview tool. Do not put this on a dedicated server.
